#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
3902	M+H	n/a	1	C16 Lactosyl Ceramide (d18:1/16:0)	Commercial	lfnothias	861.618	spectra/specs_ms.pklbin3902	n/a	N/A	qTof	Positive	LC-ESI	862.625	lib-00021.mgf	Gold	1	0.822377	4.17455	0.00360107	1	GNPS-COLLECTIONS-MISC	Dorrestein/Wu	862.625	n/a	529.97	15	[H][C@](/C=C/CCCCCCCCCCCCC)(O)[C@@]([H])(NC(CCCCCCCCCCCCCCC)=O)CO[C@H](O1)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@@H](O)[C@H]([C@H]2CO)O	1	862.621	specs_ms.pklbin	CCMSLIB00001058187	80296	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
787	M+H-2H2O	29388598	1	(-)-Secoisolariciresinol	Isolated	NIST	0.0	spectra/specs_ms.pklbin787	InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1	N/A	HCD	Positive	ESI	327.159	lib-00026.mgf	Bronze	3	0.821188	0	0	1	NIST17	NIST	327.159	N/A	186.66	9	COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O	1	327.159	specs_ms.pklbin	CCMSLIB00003590089	11316	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1400	M+H	37515610	1	Monopalmitolein (9c)	Isolated	NIST	0.0	spectra/specs_ms.pklbin1400	InChI=1S/C19H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h7-8,18,20-21H,2-6,9-17H2,1H3/b8-7-	N/A	HCD	Positive	ESI	329.269	lib-00026.mgf	Bronze	3	0.82009	0.648781	0.000213623	1	NIST17	NIST	329.269	N/A	408.1	10	CCCCCCC=CCCCCCCCC(=O)OCC(CO)O	1	329.269	specs_ms.pklbin	CCMSLIB00003302671	44048	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
6047	M+H	33956499	1	trans-8, trans-10-Dodecadien-1-ol	Isolated	NIST	0.0	spectra/specs_ms.pklbin6047	InChI=1S/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-5,13H,6-12H2,1H3/b3-2+,5-4+	N/A	IT-FT/ion trap with FTMS	Positive	ESI	183.174	lib-00026.mgf	Bronze	3	0.819475	2.74897	0.00050354	1	NIST17	NIST	183.174	N/A	149.54	4	CC=CC=CCCCCCCCO	1	183.174	specs_ms.pklbin	CCMSLIB00003717230	606	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
894	M+H	N/A	1	Sodium_Laureth_Sulfate	Cosmetic _raw meterial	Amina	354.208	spectra/specs_ms.pklbin894	N/A	N/A	Q-TOF	Positive	ESI	355.215	lib-00011.mgf	Silver	2	0.817996	1.37461	0.000488281	1	GNPS-LIBRARY	Dorrestein	355.215	N/A	357.89	13	N/A	1	355.215	specs_ms.pklbin	CCMSLIB00000077209	207348	UPDATE-SINGLE-ANNOTATED-SILVER	Soap[Source Environment]||Detergent[Source Environment]||Cleaning Products[Source Environment]||Shampoo[Source Environment]||Ethoxyl Group[Chemical Family]||Cosmetic Products [Source Environment]||Bath Products[Source Environment]	specs_ms.pklbin
403	M+ACN+H	n/a	1	NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate	isolated	lfnothias	390.204	spectra/specs_ms.pklbin403	InChI=1S/C22H30O6/c1-10-6-15-14(17(10)25)7-13(9-23)8-16-18-20(4,5)22(18,28-12(3)24)19(26)11(2)21(15,16)27/h6,8,11,14-16,18-19,23,26-27H,7,9H2,1-5H3	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	432.238	lib-00001.mgf	Gold	1	0.816489	0	0	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	432.238	n/a	318.26	8	CC1C(O)C2(OC(C)=O)C(C3\C=C(CO)/CC4C(\C=C(C)/C4=O)C13O)C2(C)C	1	432.238	specs_ms.pklbin	CCMSLIB00000853386	79096	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
36	M+H	112845	1	Erucamide	Isolated	NIST	0.0	spectra/specs_ms.pklbin36	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	N/A	HCD	Positive	ESI	338.342	lib-00026.mgf	Bronze	3	0.815544	0.631383	0.000213623	1	NIST17	NIST	338.342	N/A	507.17	11	CCCCCCCCC=CCCCCCCCCCCCC(=O)N	1	338.341	specs_ms.pklbin	CCMSLIB00003270769	123968	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
925	M+H	26761400	1	Spectral Match to Diisodecyl phthalate from NIST14	Isolated	Data deposited by marjo	0.0	spectra/specs_ms.pklbin925	InChI=1S/C28H46O4/c1-23(2)17-11-7-5-9-15-21-31-27(29)25-19-13-14-20-26(25)28(30)32-22-16-10-6-8-12-18-24(3)4/h13-14,19-20,23-24H,5-12,15-18,21-22H2,1-4H3	N/A	qTof	Positive	LC-ESI	447.35	lib-00025.mgf	Bronze	3	0.815233	10.0963	0.0045166	1	GNPS-NIST14-MATCHES	Data from Maria Maansson	447.35	N/A	552.47	8	O=C(C1=CC=CC=C1C(OCCCCCCCC(C)C)=O)OCCCCCCCC(C)C	1	447.345	specs_ms.pklbin	CCMSLIB00003139387	41158	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1283	M+H	54835-70-0	1	roseoside	Isolated	TJ Ling	386.194	spectra/specs_ms.pklbin1283	 	 	qTof	Positive	LC-ESI	387.203	lib-00011.mgf	Bronze	3	0.814573	5.20182	0.00201416	1	GNPS-LIBRARY	TJ Ling	387.203	 	154.13	7	CC([C@@](/C=C/[C@H](O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)C)(O)C(C)(C)C2)=CC2=O	1	387.201	specs_ms.pklbin	CCMSLIB00000579260	53362	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
541	M+H	N/A	1	MoNA:784624 Linoleic acid	Commercial	MoNA	0.0	spectra/specs_ms.pklbin541	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	N/A	qTof	Positive	LC-ESI	281.247	lib-00024.mgf	Bronze	3	0.813505	0.325524	9.15527e-05	1	MONA	MoNA	281.247	N/A	376.81	9	CCCCCC=CCC=CCCCCCCCC(=O)O	1	281.247	specs_ms.pklbin	CCMSLIB00000568003	54199	UPDATE-SINGLE-ANNOTATED-BRONZE	 Polyunsaturated Omega-6 Fatty Acid[Chemical Family]	specs_ms.pklbin
1480	M+H	117746891	1	1-Palmitoyl-2-azelaoylphosphatidylcholine	Isolated	NIST	0.0	spectra/specs_ms.pklbin1480	InChI=1S/C33H64NO10P/c1-5-6-7-8-9-10-11-12-13-14-15-18-21-24-32(37)41-28-30(29-43-45(39,40)42-27-26-34(2,3)4)44-33(38)25-22-19-16-17-20-23-31(35)36/h30H,5-29H2,1-4H3,(H-,35,36,39,40)/t30-/m1/s1	N/A	HCD	Positive	ESI	666.434	lib-00026.mgf	Bronze	3	0.813358	1.1906	0.000793457	1	NIST17	NIST	666.434	N/A	392.26	4	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC(=O)O	1	666.433	specs_ms.pklbin	CCMSLIB00003503822	45284	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2962	M+H	N/A	1	lysoPC 18:2; PC(18:2(2E,4E)/0:0); [M+H]+ C26H50NO7P	In silico	Lipidblast	0.0	spectra/specs_ms.pklbin2962	N/A	N/A	In silico	Positive	N/A	520.34	lib-00028.mgf	Bronze	3	0.81251	15.8353	0.00823975	1	LIPIDBLAST	Lipidblast	520.34	N/A	305.74	3	N/A	1	520.332	specs_ms.pklbin	CCMSLIB00000717869	9739	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1968	M+H	96960928	1	Hexadecylmethylglycerol	Isolated	NIST	0.0	spectra/specs_ms.pklbin1968	InChI=1S/C20H42O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23-19-20(18-21)22-2/h20-21H,3-19H2,1-2H3/t20-/m0/s1	N/A	HCD	Positive	ESI	331.321	lib-00026.mgf	Bronze	3	0.811235	0.644762	0.000213623	1	NIST17	NIST	331.321	N/A	491.06	7	CCCCCCCCCCCCCCCCOCC(CO)OC	1	331.32	specs_ms.pklbin	CCMSLIB00003329374	42532	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
652	M+H	111035	1	Monoolein	Isolated	NIST	0.0	spectra/specs_ms.pklbin652	InChI=1S/C21H40O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h9-10,20,22-23H,2-8,11-19H2,1H3/b10-9-	N/A	HCD	Positive	ESI	357.3	lib-00026.mgf	Bronze	3	0.810695	0.256235	9.15527e-05	1	NIST17	NIST	357.3	N/A	442.11	11	CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O	1	357.3	specs_ms.pklbin	CCMSLIB00003283402	26480	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
378	M+H	54739309	1	13-Keto-9Z,11E-octadecadienoic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin378	InChI=1S/C18H30O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)/b9-7-,15-12+	N/A	HCD	Positive	ESI	295.227	lib-00026.mgf	Bronze	3	0.808384	1.0337	0.000305176	1	NIST17	NIST	295.227	N/A	372.4	7	CCCCCC(=O)C=CC=CCCCCCCCC(=O)O	1	295.227	specs_ms.pklbin	CCMSLIB00003255572	30456	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1037	M-H	141220	1	Ricinoleic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin1037	InChI=1S/C18H34O3/c1-2-3-4-11-14-17(19)15-12-9-7-5-6-8-10-13-16-18(20)21/h9,12,17,19H,2-8,10-11,13-16H2,1H3,(H,20,21)/b12-9-/t17-/m1/s1	N/A	IT-FT/ion trap with FTMS	Negative	ESI	297.243	lib-00026.mgf	Bronze	3	0.806258	8.72683	0.00259399	1	NIST17	NIST	297.243	N/A	374.94	3	CCCCCCC(CC=CCCCCCCCC(=O)O)O	1	297.241	specs_ms.pklbin	CCMSLIB00003309932	18033	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
4161	M+H	52794817	1	Octapropylene glycol	Isolated	NIST	0.0	spectra/specs_ms.pklbin4161	InChI=1S/C24H50O9/c1-17(26)10-27-19(3)12-29-21(5)14-31-23(7)16-33-24(8)15-32-22(6)13-30-20(4)11-28-18(2)9-25/h17-26H,9-16H2,1-8H3	N/A	Q-TOF	Positive	ESI	483.353	lib-00026.mgf	Bronze	3	0.804807	0.883922	0.000427246	1	NIST17	NIST	483.353	N/A	271.24	13	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O	1	483.352	specs_ms.pklbin	CCMSLIB00003231135	488823	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1082	M+H	n/a	1	NCGC00385377-01_C19H32O7_4-(2,6,6-Trimethyl-4-oxo-2-cyclohexen-1-yl)-2-butanyl beta-D-glucopyranoside	isolated	lfnothias	372.215	spectra/specs_ms.pklbin1082	InChI=1S/C19H32O7/c1-10-7-12(21)8-19(3,4)13(10)6-5-11(2)25-18-17(24)16(23)15(22)14(9-20)26-18/h7,11,13-18,20,22-24H,5-6,8-9H2,1-4H3/t11?,13?,14-,15-,16+,17-,18-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	373.222	lib-00001.mgf	Gold	1	0.804216	0.735911	0.000274658	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	373.222	n/a	192.64	8	CC(CCC1\C(=C/C(=O)CC1(C)C)C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O	1	373.222	specs_ms.pklbin	CCMSLIB00000849466	66694	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1178	M+H	3303319	1	Spectral Match to Leu-Leu from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.pklbin1178	InChI=1S/C12H24N2O3/c1-7(2)5-9(13)11(15)14-10(12(16)17)6-8(3)4/h7-10H,5-6,13H2,1-4H3,(H,14,15)(H,16,17)/t9-,10-/m0/s1	N/A	qTof	Positive	LC-ESI	245.185	lib-00025.mgf	Bronze	3	0.803955	2.05371	0.00050354	1	GNPS-NIST14-MATCHES	Data from Karin	245.185	N/A	140.45	4	CC(C[C@H](NC([C@@H](N)CC(C)C)=O)C(O)=O)C	1	245.186	specs_ms.pklbin	CCMSLIB00003135832	15680	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5159	M+H	19056769	1	3,7,3',4',5'-Pentamethoxyflavone	Isolated	NIST	0.0	spectra/specs_ms.pklbin5159	InChI=1S/C20H20O7/c1-22-12-6-7-13-14(10-12)27-18(20(26-5)17(13)21)11-8-15(23-2)19(25-4)16(9-11)24-3/h6-10H,1-5H3	N/A	HCD	Positive	ESI	373.128	lib-00026.mgf	Bronze	3	0.803274	0.817885	0.000305176	1	NIST17	NIST	373.128	N/A	248.78	3	COC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC(=C(C(=C3)OC)OC)OC)OC	1	373.128	specs_ms.pklbin	CCMSLIB00003341161	2395	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1322	M+H	101901-73-9	0	12-OAHSA	Isolated	N/A	0.0	spectra/specs_ms.pklbin1322	InChI=1S/C36H68O4/c1-3-5-7-9-10-11-12-13-14-15-16-17-22-25-29-33-36(39)40-34(30-26-8-6-4-2)31-27-23-20-18-19-21-24-28-32-35(37)38/h13-14,34H,3-12,15-33H2,1-2H3,(H,37,38)/b14-13-	N/A	qTof	Positive	LC-ESI	565.519	lib-00027.mgf	Bronze	3	0.802633	1.29513	0.000732422	1	METLIN	Metlin	565.519	N/A	465.85	14	OC(CCCCCCCCCCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)CCCCCC)=O	1	565.518	specs_ms.pklbin	CCMSLIB00000490850	128416	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
509	M+H	n/a	1	NCGC00385412-01_C21H32O10_2,4-Pentadienoic acid, 5-[(1R,3S,5R,8S)-3-(beta-D-glucopyranosyloxy)-8-hydroxy-1,5-dimethyl-6-oxabicyclo[3.2.1]oct-8-yl]-3-methyl-, (2Z,4E)-	isolated	lfnothias	444.2	spectra/specs_ms.pklbin509	InChI=1S/C21H32O10/c1-11(6-14(23)24)4-5-21(28)19(2)7-12(8-20(21,3)29-10-19)30-18-17(27)16(26)15(25)13(9-22)31-18/h4-6,12-13,15-18,22,25-28H,7-10H2,1-3H3,(H,23,24)/b5-4+,11-6-/t12-,13-,15-,16+,17-,18-,19-,20-,21+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	445.207	lib-00001.mgf	Gold	1	0.80227	0.89111	0.000396729	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	445.207	n/a	158.86	8	CC(/C=C/[C@]1(O)[C@@]2(C)CO[C@]1(C)C[C@@H](C2)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C/C(O)=O	1	445.207	specs_ms.pklbin	CCMSLIB00000855127	222813	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2428	M+NH4	108437-64-5	1	Eicosanoids_12-oxoETE_C20H30O3	Commercial	lfnothias	318.22	spectra/specs_ms.pklbin2428	InChI=1S/C20H30O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13-14,17H,2-6,12,15-16,18H2,1H3,(H,22,23)/b9-7-,11-8-,13-10-,17-14+	N/A	qTof	Positive	LC-ESI	336.253	lib-00021.mgf	Gold	1	0.802171	0.635305	0.000213623	1	GNPS-COLLECTIONS-MISC	Dorrestein/Wu	336.253	n/a	434.68	4	CCCCCC=CCC(=O)C=CC=CCC=CCCCC(=O)O	1	336.253	specs_ms.pklbin	CCMSLIB00001058280	22612	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1522	Cat	14357212	1	Dimethyldioctadecylammonium cation	Isolated	NIST	0.0	spectra/specs_ms.pklbin1522	InChI=1S/C38H80N/c1-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39(3,4)38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-2/h5-38H2,1-4H3/q+1	N/A	HCD	Positive	ESI	550.628	lib-00026.mgf	Bronze	3	0.799371	1.6627	0.000915527	1	NIST17	NIST	550.628	N/A	586.3	3	CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC	1	550.629	specs_ms.pklbin	CCMSLIB00003379655	320224	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
6280	M+H	52794817	1	Octapropylene glycol	Isolated	NIST	0.0	spectra/specs_ms.pklbin6280	InChI=1S/C24H50O9/c1-17(26)10-27-19(3)12-29-21(5)14-31-23(7)16-33-24(8)15-32-22(6)13-30-20(4)11-28-18(2)9-25/h17-26H,9-16H2,1-8H3	N/A	Q-TOF	Positive	ESI	483.353	lib-00026.mgf	Bronze	3	0.799266	0.189412	9.15527e-05	1	NIST17	NIST	483.353	N/A	150.78	13	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O	1	483.353	specs_ms.pklbin	CCMSLIB00003231135	19824	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1247	M+H	54232596	1	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14	Isolated	Data deposited by lfnothias	0.0	spectra/specs_ms.pklbin1247	InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6-,14-11+	N/A	qTof	Positive	LC-ESI	295.226	lib-00025.mgf	Bronze	3	0.797979	1.65392	0.000488281	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	295.226	N/A	328.35	10	CCCCCC=CC=CC(=O)CCCCCCCC(=O)O	1	295.227	specs_ms.pklbin	CCMSLIB00003136345	11760	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3007	M+NH4	n/a	1	NCGC00385199-01!2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one	isolated	lfnothias	610.153	spectra/specs_ms.pklbin3007	InChI=1S/C27H30O16/c28-7-17-20(33)22(35)24(37)26(42-17)40-13-2-1-9(14-6-12(32)19-11(31)4-10(30)5-16(19)39-14)3-15(13)41-27-25(38)23(36)21(34)18(8-29)43-27/h1-6,17-18,20-31,33-38H,7-8H2/t17-,18-,20-,21-,22+,23+,24-,25-,26-,27-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	628.187	lib-00001.mgf	Gold	1	0.796858	11.5621	0.00726318	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	628.187	n/a	492.14	20	OC[C@H]1O[C@@H](OC2=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C(C=C2)C4=CC(=O)C5=C(O)C=C(O)C=C5O4)[C@H](O)[C@@H](O)[C@@H]1O	1	628.194	specs_ms.pklbin	CCMSLIB00000847749	186868	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1780	M+H	N/A	1	MoNA:782704 Gabapentin Related Compound E	Commercial	MoNA	0.0	spectra/specs_ms.pklbin1780	InChI=1S/C9H14O4/c10-7(11)6-9(8(12)13)4-2-1-3-5-9/h1-6H2,(H,10,11)(H,12,13)	N/A	qTof	Positive	LC-ESI	187.096	lib-00024.mgf	Bronze	3	0.796369	1.63112	0.000305176	1	MONA	MoNA	187.096	N/A	152.27	7	O=C(O)CC1(C(O)=O)CCCCC1	1	187.096	specs_ms.pklbin	CCMSLIB00000567986	18103	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
110	M+H	73223	1	Spectral Match to L-Tryptophan from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.pklbin110	O=C(O)[C@@H](N)Cc1c[nH]c2c1cccc2	N/A	qTof	Positive	LC-ESI	205.097	lib-00025.mgf	Bronze	3	0.796052	0.967173	0.000198364	1	GNPS-NIST14-MATCHES	Data from Rob Knight 	205.097	N/A	101.93	3	N/AO=C(O)[C@@H](N)Cc1c[nH]c2c1cccc2	1	205.097	specs_ms.pklbin	CCMSLIB00003135827	3224	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3903	M+H	124061	1	Myristic acid ethyl ester	Isolated	NIST	0.0	spectra/specs_ms.pklbin3903	InChI=1S/C16H32O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16(17)18-4-2/h3-15H2,1-2H3	N/A	HCD	Positive	ESI	257.247	lib-00026.mgf	Bronze	3	0.795741	0	0	1	NIST17	NIST	257.247	N/A	496.7	5	CCCCCCCCCCCCCC(=O)OCC	1	257.247	specs_ms.pklbin	CCMSLIB00003336487	28616	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2939	M+H	544649	1	Myristoleic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2939	InChI=1S/C14H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h5-6H,2-4,7-13H2,1H3,(H,15,16)/b6-5-	N/A	Q-TOF	Positive	ESI	227.201	lib-00026.mgf	Bronze	3	0.795502	0.87308	0.000198364	1	NIST17	NIST	227.201	N/A	393.35	6	CCCCC=CCCCCCCCC(=O)O	1	227.201	specs_ms.pklbin	CCMSLIB00003234061	154684	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
260	M+H	544310	1	Palmitoyl ethanolamide	Isolated	NIST	0.0	spectra/specs_ms.pklbin260	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h20H,2-17H2,1H3,(H,19,21)	N/A	IT-FT/ion trap with FTMS	Positive	ESI	300.29	lib-00026.mgf	Bronze	3	0.794646	1.01627	0.000305176	1	NIST17	NIST	300.29	N/A	410.88	3	CCCCCCCCCCCCCCCC(=O)NCCO	1	300.29	specs_ms.pklbin	CCMSLIB00003483766	143876	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2866	291.1	858134233	1	Vialinin A	Isolated	NIST	0.0	spectra/specs_ms.pklbin2866	InChI=1S/C34H26O8/c35-25-15-11-23(12-16-25)29-31(39)32(40)30(24-13-17-26(36)18-14-24)34(42-28(38)20-22-9-5-2-6-10-22)33(29)41-27(37)19-21-7-3-1-4-8-21/h1-18,35-36,39-40H,19-20H2	N/A	IT/ion trap	Positive	ESI	291.1	lib-00026.mgf	Bronze	3	0.793927	4.40309	0.00128174	1	NIST17	NIST	291.1	N/A	188.18	3	C1=CC=C(C=C1)CC(=O)OC2=C(C(=C(C(=C2C3=CC=C(C=C3)O)O)O)C4=CC=C(C=C4)O)OC(=O)CC5=CC=CC=C5	1	291.101	specs_ms.pklbin	CCMSLIB00003333401	3230	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2764	M+H	85687	1	Benzyl butyl phthalate	Isolated	NIST	0.0	spectra/specs_ms.pklbin2764	InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3	N/A	HCD	Positive	ESI	313.143	lib-00026.mgf	Bronze	3	0.792605	0	0	1	NIST17	NIST	313.143	N/A	378.78	3	CCCCOC(=O)C1=CC=CC=C1C(=O)OCC2=CC=CC=C2	1	313.143	specs_ms.pklbin	CCMSLIB00003303012	10788	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
859	M+H	127413	1	.alpha.-Ionone	Isolated	NIST	0.0	spectra/specs_ms.pklbin859	InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6-8,12H,5,9H2,1-4H3/b8-7+	N/A	IT-FT/ion trap with FTMS	Positive	ESI	193.159	lib-00026.mgf	Bronze	3	0.791613	1.57992	0.000305176	1	NIST17	NIST	193.159	N/A	241.91	4	CC1=CCCC(C1C=CC(=O)C)(C)C	1	193.158	specs_ms.pklbin	CCMSLIB00003572288	6680	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1431	M+H	530574	1	Syringic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin1431	InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)	N/A	HCD	Positive	ESI	199.06	lib-00026.mgf	Bronze	3	0.790917	2.06966	0.000411987	1	NIST17	NIST	199.06	N/A	180.74	3	COC1=CC(=CC(=C1O)OC)C(=O)O	1	199.06	specs_ms.pklbin	CCMSLIB00003301566	2944	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
444	M+H	301020	1	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	Isolated	Data deposited by aaksenov	0.0	spectra/specs_ms.pklbin444	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-	N/A	qTof	Positive	LC-ESI	282.279	lib-00025.mgf	Bronze	3	0.790281	0.432446	0.00012207	1	GNPS-NIST14-MATCHES	Data from P. Dorrestein R. Knight	282.279	N/A	438.83	10	CCCCCCCC/C=C\CCCCCCCC(N)=O	1	282.279	specs_ms.pklbin	CCMSLIB00003139836	54096	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
